id,medium,publicaties,seed_url,scope_domain,categorie,provincie,regio,stad,mediumthema,contact_trefwoorden,prioriteit,catalogusbron
rodi_amsterdam_noord,Rodi Amsterdam-Noord,Rodi Amsterdam-Noord,https://www.rodi.nl/amsterdam-noord/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Amsterdam-Noord,Amsterdam,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_bergen,Rodi Bergen,Rodi Bergen,https://www.rodi.nl/bergen/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Noord-Kennemerland,Bergen,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_beverwijk,Rodi Beverwijk,Rodi Beverwijk,https://www.rodi.nl/beverwijk/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,IJmond,Beverwijk,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_castricum,Rodi Castricum,Rodi Castricum,https://www.rodi.nl/castricum/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Noord-Kennemerland,Castricum,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_den_haag,Rodi Den Haag,Rodi Den Haag,https://www.rodi.nl/denhaag/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Haaglanden,Den Haag,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_den_helder,Rodi Den Helder,Rodi Den Helder,https://www.rodi.nl/denhelder/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Kop van Noord-Holland,Den Helder,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_dijk_en_waard,Rodi Dijk en Waard,Rodi Dijk en Waard,https://www.rodi.nl/dijkenwaard/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Noord-Kennemerland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_drechterland,Rodi Drechterland,Rodi Drechterland,https://www.rodi.nl/drechterland/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,West-Friesland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_edam_volendam,Rodi Edam - Volendam,Rodi Edam - Volendam,https://www.rodi.nl/edam-volendam/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Waterland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_enkhuizen,Rodi Enkhuizen,Rodi Enkhuizen,https://www.rodi.nl/enkhuizen/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,West-Friesland,Enkhuizen,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_haarlem,Rodi Haarlem,Rodi Haarlem,https://www.rodi.nl/haarlem/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Zuid-Kennemerland,Haarlem,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_haarlemmermeer,Rodi Haarlemmermeer,Rodi Haarlemmermeer,https://www.rodi.nl/haarlemmermeer/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Groot-Amsterdam,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_heemskerk,Rodi Heemskerk,Rodi Heemskerk,https://www.rodi.nl/heemskerk/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,IJmond,Heemskerk,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_heiloo,Rodi Heiloo,Rodi Heiloo,https://www.rodi.nl/heiloo/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Noord-Kennemerland,Heiloo,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_hoek_van_holland,Rodi Hoek van Holland,Rodi Hoek van Holland,https://www.rodi.nl/hoekvanholland/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Rotterdam-Rijnmond,Hoek van Holland,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_hollands_kroon,Rodi Hollands Kroon,Rodi Hollands Kroon,https://www.rodi.nl/hollandskroon/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Kop van Noord-Holland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_hoorn,Rodi Hoorn,Rodi Hoorn,https://www.rodi.nl/hoorn/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,West-Friesland,Hoorn,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_kaag_en_braassem,Rodi Kaag en Braassem,Rodi Kaag en Braassem,https://www.rodi.nl/kaagenbraassem/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Groene Hart,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_koggenland,Rodi Koggenland,Rodi Koggenland,https://www.rodi.nl/koggenland/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,West-Friesland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_landsmeer,Rodi Landsmeer,Rodi Landsmeer,https://www.rodi.nl/landsmeer/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Waterland,Landsmeer,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_maassluis,Rodi Maassluis,Rodi Maassluis,https://www.rodi.nl/maassluis/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Rotterdam-Rijnmond,Maassluis,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_medemblik,Rodi Medemblik,Rodi Medemblik,https://www.rodi.nl/medemblik/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,West-Friesland,Medemblik,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_midden_delfland,Rodi Midden-Delfland,Rodi Midden-Delfland,https://www.rodi.nl/midden-delfland/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Haaglanden,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_nieuwkoop,Rodi Nieuwkoop,Rodi Nieuwkoop,https://www.rodi.nl/nieuwkoop/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Groene Hart,Nieuwkoop,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_oostzaan,Rodi Oostzaan,Rodi Oostzaan,https://www.rodi.nl/oostzaan/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Zaanstreek,Oostzaan,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_opmeer,Rodi Opmeer,Rodi Opmeer,https://www.rodi.nl/opmeer/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,West-Friesland,Opmeer,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_purmerend,Rodi Purmerend,Rodi Purmerend,https://www.rodi.nl/purmerend/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Waterland,Purmerend,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_rijswijk,Rodi Rijswijk,Rodi Rijswijk,https://www.rodi.nl/rijswijk/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Haaglanden,Rijswijk,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_rozenburg,Rodi Rozenburg,Rodi Rozenburg,https://www.rodi.nl/rozenburg/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Rotterdam-Rijnmond,Rozenburg,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_schagen,Rodi Schagen,Rodi Schagen,https://www.rodi.nl/schagen/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Kop van Noord-Holland,Schagen,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_schiedam,Rodi Schiedam,Rodi Schiedam,https://www.rodi.nl/schiedam/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Rotterdam-Rijnmond,Schiedam,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_stede_broec,Rodi Stede Broec,Rodi Stede Broec,https://www.rodi.nl/stedebroec/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,West-Friesland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_uitgeest,Rodi Uitgeest,Rodi Uitgeest,https://www.rodi.nl/uitgeest/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,IJmond,Uitgeest,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_vlaardingen,Rodi Vlaardingen,Rodi Vlaardingen,https://www.rodi.nl/vlaardingen/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Rotterdam-Rijnmond,Vlaardingen,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_waterland,Rodi Waterland,Rodi Waterland,https://www.rodi.nl/waterland/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Waterland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_westland,Rodi Westland,Rodi Westland,https://www.rodi.nl/westland/nieuws/insturen,rodi.nl,lokale krant,Zuid-Holland,Westland,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_wormerland,Rodi Wormerland,Rodi Wormerland,https://www.rodi.nl/wormerland/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Zaanstreek,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rodi_zaanstad,Rodi Zaanstad,Rodi Zaanstad,https://www.rodi.nl/zaanstad/nieuws/insturen,rodi.nl,lokale krant,Noord-Holland,Zaanstreek,,algemeen nieuws,,normaal,https://www.rodimedia.nl/merken/huis-aan-huis-bladen/
rpo_rtv_noord,RTV Noord,RTV Noord,http://www.rtvnoord.nl/,rtvnoord.nl,regionale publieke omroep,Groningen,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_omrop_fryslan,Omrop Fryslân,Omrop Fryslân,http://www.omropfryslan.nl/,omropfryslan.nl,regionale publieke omroep,Friesland,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_rtv_drenthe,RTV Drenthe,RTV Drenthe,http://www.rtvdrenthe.nl/,rtvdrenthe.nl,regionale publieke omroep,Drenthe,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_nh_nieuws,NH Nieuws,NH Nieuws,http://www.nhnieuws.nl/,nhnieuws.nl,regionale publieke omroep,Noord-Holland,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_omroep_flevoland,Omroep Flevoland,Omroep Flevoland,http://www.omroepflevoland.nl/,omroepflevoland.nl,regionale publieke omroep,Flevoland,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_rtv_oost,RTV Oost,RTV Oost,http://www.rtvoost.nl/,rtvoost.nl,regionale publieke omroep,Overijssel,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_rtv_utrecht,RTV Utrecht,RTV Utrecht,http://www.rtvutrecht.nl/,rtvutrecht.nl,regionale publieke omroep,Utrecht,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_omroep_gelderland,Omroep Gelderland,Omroep Gelderland,http://www.omroepgelderland.nl/,omroepgelderland.nl,regionale publieke omroep,Gelderland,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_omroep_west,Omroep West,Omroep West,http://www.omroepwest.nl/,omroepwest.nl,regionale publieke omroep,Zuid-Holland,Haaglanden en noordelijk Zuid-Holland,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_omroep_zeeland,Omroep Zeeland,Omroep Zeeland,http://www.omroepzeeland.nl/,omroepzeeland.nl,regionale publieke omroep,Zeeland,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_rijnmond,Rijnmond,Rijnmond,http://www.rijnmond.nl/,rijnmond.nl,regionale publieke omroep,Zuid-Holland,Rotterdam-Rijnmond,Rotterdam,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
rpo_omroep_brabant,Omroep Brabant,Omroep Brabant,https://www.omroepbrabant.nl/,omroepbrabant.nl,regionale publieke omroep,Noord-Brabant,Provinciebreed,,algemeen nieuws,,normaal,https://www.stichtingrpo.nl/omroepen/
ndp_reformatorisch_dagblad,Reformatorisch Dagblad,Reformatorisch Dagblad,https://www.rd.nl,rd.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_het_financieele_dagblad,Het Financieele Dagblad,Het Financieele Dagblad,https://fd.nl/,fd.nl,landelijk of regionaal nieuws,,Landelijk,,economie en ondernemen,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_bnr_nieuwsradio,BNR Nieuwsradio,BNR Nieuwsradio,https://www.bnr.nl/,bnr.nl,landelijk of regionaal nieuws,,Landelijk,,economie en ondernemen,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_de_groene_amsterdammer,De Groene Amsterdammer,De Groene Amsterdammer,https://www.groene.nl/,groene.nl,landelijk of regionaal nieuws,,Landelijk,,opinie en achtergrond,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_ad,AD,AD,https://www.ad.nl/,ad.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_het_parool,Het Parool,Het Parool,https://www.parool.nl/,parool.nl,landelijk of regionaal nieuws,Noord-Holland,Amsterdam,Amsterdam,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_trouw,Trouw,Trouw,https://www.trouw.nl/,trouw.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_de_volkskrant,de Volkskrant,de Volkskrant,https://www.volkskrant.nl/,volkskrant.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_bn_destem,BN DeStem,BN DeStem,https://www.bndestem.nl/,bndestem.nl,landelijk of regionaal nieuws,Noord-Brabant,West-Brabant en Zeeland,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_brabants_dagblad,Brabants Dagblad,Brabants Dagblad,https://www.bd.nl/,bd.nl,landelijk of regionaal nieuws,Noord-Brabant,Midden- en Noordoost-Brabant,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_eindhovens_dagblad,Eindhovens Dagblad,Eindhovens Dagblad,https://www.ed.nl/,ed.nl,landelijk of regionaal nieuws,Noord-Brabant,Zuidoost-Brabant,Eindhoven,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_de_gelderlander,de Gelderlander,de Gelderlander,https://www.gelderlander.nl/,gelderlander.nl,landelijk of regionaal nieuws,Gelderland,Gelderland en Rijk van Nijmegen,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_pzc,PZC,PZC,https://www.pzc.nl/,pzc.nl,landelijk of regionaal nieuws,Zeeland,Provinciebreed,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_de_stentor,de Stentor,de Stentor,https://www.destentor.nl/,destentor.nl,landelijk of regionaal nieuws,Overijssel,Overijssel en noordelijk Gelderland,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_tubantia,Tubantia,Tubantia,https://www.tubantia.nl/,tubantia.nl,landelijk of regionaal nieuws,Overijssel,Twente en Achterhoek,Enschede,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_nu_nl,NU.nl,NU.nl,https://www.nu.nl/,nu.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_de_telegraaf,De Telegraaf,De Telegraaf,https://www.telegraaf.nl/,telegraaf.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_de_gooi_en_eemlander,De Gooi- en Eemlander,De Gooi- en Eemlander,https://www.gooieneemlander.nl/,gooieneemlander.nl,landelijk of regionaal nieuws,Noord-Holland,Gooi en Vechtstreek,Hilversum,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_haarlems_dagblad,Haarlems Dagblad,Haarlems Dagblad,https://www.haarlemsdagblad.nl/,haarlemsdagblad.nl,landelijk of regionaal nieuws,Noord-Holland,Zuid-Kennemerland,Haarlem,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_noordhollands_dagblad,Noordhollands Dagblad,Noordhollands Dagblad,https://www.noordhollandsdagblad.nl/,noordhollandsdagblad.nl,landelijk of regionaal nieuws,Noord-Holland,Provinciebreed,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_leidsch_dagblad,Leidsch Dagblad,Leidsch Dagblad,https://www.leidschdagblad.nl/,leidschdagblad.nl,landelijk of regionaal nieuws,Zuid-Holland,Leiden en omstreken,Leiden,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_ijmuider_courant,IJmuider Courant,IJmuider Courant,https://www.ijmuidercourant.nl/,ijmuidercourant.nl,landelijk of regionaal nieuws,Noord-Holland,IJmond,IJmuiden,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_friesch_dagblad,Friesch Dagblad,Friesch Dagblad,https://www.frieschdagblad.nl/,frieschdagblad.nl,landelijk of regionaal nieuws,Friesland,Provinciebreed,Leeuwarden,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_leeuwarder_courant,Leeuwarder Courant,Leeuwarder Courant,https://www.lc.nl/,lc.nl,landelijk of regionaal nieuws,Friesland,Provinciebreed,Leeuwarden,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_dagblad_van_het_noorden,Dagblad van het Noorden,Dagblad van het Noorden,https://www.dvhn.nl/,dvhn.nl,landelijk of regionaal nieuws,,Noord-Nederland,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_nrc,NRC,NRC,https://www.nrc.nl/,nrc.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_nederlands_dagblad,Nederlands Dagblad,Nederlands Dagblad,https://www.nd.nl/,nd.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_ew,EW,EW,https://www.ewmagazine.nl/,ewmagazine.nl,landelijk of regionaal nieuws,,Landelijk,,opinie en achtergrond,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_editie_nl,Editie NL,Editie NL,https://www.rtlnieuws.nl/editienl,rtlnieuws.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_rtl_nieuws,RTL Nieuws,RTL Nieuws,https://www.rtlnieuws.nl/,rtlnieuws.nl,landelijk of regionaal nieuws,,Landelijk,,algemeen nieuws,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_rtl_z,RTL Z,RTL Z,https://www.rtlz.nl/,rtlz.nl,landelijk of regionaal nieuws,,Landelijk,,economie en ondernemen,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
ndp_vrij_nederland,Vrij Nederland,Vrij Nederland,https://www.vn.nl/,vn.nl,landelijk of regionaal nieuws,,Landelijk,,opinie en achtergrond,,normaal,https://www.ndpnieuwsmedia.nl/nieuwsbedrijven/
navenant,Navenant,Navenant,https://navenant.nl/,navenant.nl,regionaal tijdschrift,Limburg,Provinciebreed en Euregio,,"lifestyle, culinair en reizen",navenant|hoofdredacteur|redactie,hoog,https://navenant.nl/
navenant,Navenant,Navenant,https://navenant.nl/contact/,navenant.nl,regionaal tijdschrift,Limburg,Provinciebreed en Euregio,,"lifestyle, culinair en reizen",navenant|hoofdredacteur|redactie,hoog,https://navenant.nl/
nummer_1,Nummer 1,Nummer 1,https://www.nummer1.nl/colofon/,nummer1.nl,regionaal tijdschrift,Limburg,Provinciebreed,,"familie, lifestyle en wonen",nummer 1|hoofdredacteur|redactie,hoog,https://www.nummer1.nl/colofon/
noord_limburg_business,Noord-Limburg Business,Noord-Limburg Business,https://www.noordlimburgbusiness.nl/,noordlimburgbusiness.nl,regionaal zakelijk tijdschrift,Limburg,Noord-Limburg,,economie en ondernemen,noord-limburg business|hoofdredacteur|redactie,hoog,https://www.noordlimburgbusiness.nl/
noord_limburg_business,Noord-Limburg Business,Noord-Limburg Business,https://www.noordlimburgbusiness.nl/redactie/,noordlimburgbusiness.nl,regionaal zakelijk tijdschrift,Limburg,Noord-Limburg,,economie en ondernemen,noord-limburg business|hoofdredacteur|redactie,hoog,https://www.noordlimburgbusiness.nl/
lifestyle_in_limburg,Lifestyle in Limburg,Lifestyle in Limburg,https://www.lifestyleinlimburg.nl/,lifestyleinlimburg.nl,regionaal tijdschrift,Limburg,Zuid-Limburg,,lifestyle en wonen,lifestyle in limburg|redactie,hoog,https://www.lifestyleinlimburg.nl/
mijnstreek_magazine,MijnStreek Magazine,MijnStreek,https://www.landvanherle.nl/mijnstreek-magazine/,landvanherle.nl,regionaal historisch tijdschrift,Limburg,Parkstad,,geschiedenis en cultuur,mijnstreek|land van herle|hoofdredacteur|redactie,hoog,https://www.landvanherle.nl/mijnstreek-magazine/
limburgworks,LimburgWORKS,LimburgWORKS magazine,https://limburgworks.eu/magazines/,limburgworks.eu,regionaal zakelijk tijdschrift,Limburg,Limburg en Euregio,,economie en ondernemen,limburgworks|redactie|content,hoog,https://limburgworks.eu/magazines/
limburgworks,LimburgWORKS,LimburgWORKS magazine,https://limburgworks.eu/contact/,limburgworks.eu,regionaal zakelijk tijdschrift,Limburg,Limburg en Euregio,,economie en ondernemen,limburgworks|redactie|content,hoog,https://limburgworks.eu/magazines/
bruis_magazine,(B)RUIS Magazine,(B)RUIS,https://www.bruismagazine.nl/,bruismagazine.nl,lokaal tijdschrift,Limburg,Parkstad,Heerlen,"stad, lifestyle en ondernemen",bruis|redactie|content,hoog,https://www.bruismagazine.nl/
bruis_magazine,(B)RUIS Magazine,(B)RUIS,https://www.bruismagazine.nl/contact/,bruismagazine.nl,lokaal tijdschrift,Limburg,Parkstad,Heerlen,"stad, lifestyle en ondernemen",bruis|redactie|content,hoog,https://www.bruismagazine.nl/
maastricht_magazine,Maastricht Magazine,Maastricht Magazine / M+MAG,https://maastrichtmagazine.com/contact-us/,maastrichtmagazine.com,lokaal online tijdschrift,Limburg,Zuid-Limburg,Maastricht,"lifestyle, culinair, kunst en reizen",maastricht magazine|editorial|redactie,hoog,https://maastrichtmagazine.com/contact-us/
hallo_magazine,HALLO Magazine,HALLO Magazine,https://aqua-media.nl/redactie-en-verkoop/,aqua-media.nl,regionaal tijdschrift,Limburg,Midden-Limburg,,lokaal nieuws en lifestyle,hallo magazine|redactie,hoog,https://aqua-media.nl/redactie-en-verkoop/
hallo_magazine,HALLO Magazine,HALLO Magazine,https://aqua-media.nl/contact/,aqua-media.nl,regionaal tijdschrift,Limburg,Midden-Limburg,,lokaal nieuws en lifestyle,hallo magazine|redactie,hoog,https://aqua-media.nl/redactie-en-verkoop/
zout_magazine,ZOUT Magazine,ZOUT Magazine,https://www.zoutmagazine.eu/contact/,zoutmagazine.eu,regionaal cultureel tijdschrift,Limburg,Zuid-Limburg en Euregio,Maastricht,kunst en cultuur,zout|hoofdredacteur|eindredacteur|redactie,hoog,https://www.zoutmagazine.eu/contact/
spiegel_van_roermond,Spiegel van Roermond,Spiegel van Roermond,https://www.rura.nl/over-rura/contact/,rura.nl,lokaal historisch tijdschrift,Limburg,Midden-Limburg,Roermond,geschiedenis en cultuur,spiegel van roermond|redactie,hoog,https://www.rura.nl/over-rura/contact/
hobbyzine_plus,Hobbyzine Plus,Hobbyzine Plus,https://hobbyzine.nl/,hobbyzine.nl,landelijk creatief tijdschrift,,Landelijk,,papier en kaarten maken,hobbyzine|redactie|content,hoog,https://hobbyzine.nl/
hobbyzine_plus,Hobbyzine Plus,Hobbyzine Plus,https://hobbyzine.nl/contact/,hobbyzine.nl,landelijk creatief tijdschrift,,Landelijk,,papier en kaarten maken,hobbyzine|redactie|content,hoog,https://hobbyzine.nl/
meiden_crea_doeboek,MEIDEN en Crea Doeboek,MEIDEN | MEIDEN Crea Doeboek,https://meidenmagazine.nl/,meidenmagazine.nl,landelijk jeugd- en creatief tijdschrift,,Landelijk,,"meiden, creatief en DIY",meiden|crea doeboek|redactie,hoog,https://meidenmagazine.nl/contact/
meiden_crea_doeboek,MEIDEN en Crea Doeboek,MEIDEN | MEIDEN Crea Doeboek,https://meidenmagazine.nl/contact/,meidenmagazine.nl,landelijk jeugd- en creatief tijdschrift,,Landelijk,,"meiden, creatief en DIY",meiden|crea doeboek|redactie,hoog,https://meidenmagazine.nl/contact/
handwerken_zonder_grenzen,Handwerken Zonder Grenzen,Handwerken Zonder Grenzen,https://www.handwerkenzondergrenzen.nl/contact/,handwerkenzondergrenzen.nl,landelijk creatief tijdschrift,,Landelijk,,textiel en handwerken,handwerken zonder grenzen|hoofdredacteur|redactie,hoog,https://www.handwerkenzondergrenzen.nl/contact/
flow_magazine,Flow Magazine,Flow Magazine,https://www.flowmagazine.com/contact/,flowmagazine.com,landelijk lifestyle- en creatief tijdschrift,,Landelijk,,"creatief, papier en slow living",flow|hoofdredacteur|redactie,hoog,https://www.flowmagazine.com/contact/
daphnes_diary,Daphne's Diary,Daphne's Diary,https://www.daphnesdiary.com/contact,daphnesdiary.com,landelijk lifestyle- en creatief tijdschrift,,Landelijk,,"creatief, papier, wonen en lifestyle",daphne|creative submissions|editorial|redactie,hoog,https://www.daphnesdiary.com/contact
aan_de_haak,Aan de Haak,Aan de Haak,https://scalacrossmedia.nl/merk/aan-de-haak/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,haken en amigurumi,aan de haak|haakpatronen|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/aan-de-haak/
